ID,Name(Romaji),Name(Localised),Gender,Type,Position,Alt Position,Element,Preferred Playstyle,Total Stats,usage_rate
2957,Hitoshi Maji,Ruben Lamp,Male,Player,DF,MF,Mountain,Bond,663,0.0
2958,Kirie Saotome,Hilda Brunner,Female,Player,FW,MF,Forest,Rough Play,666,0.0
2959,Rui Sento,Eolia Amhart,Female,Player,MF,DF,Wind,Rough Play,667,0.0
2960,Gai Okabuto,Plato Mail,Male,Player,DF,MF,Fire,Tension,663,0.0
2961,Hitomi Mikoto,Dreama Paris,Female,Player,GK,DF,Wind,Rough Play,656,0.0
2962,Yonosuke Goto,Wally Ramm,Male,Player,MF,DF,Fire,Bond,667,0.0
2963,Sojiro Takagaki,Falco Peregrine,Male,Player,DF,MF,Wind,Bond,663,0.0
2964,Norihito Eren,Paco Dermott,Male,Player,GK,DF,Mountain,Tension,656,0.0
2965,Tarao Miya,Snorri Sloth,Male,Player,DF,MF,Mountain,Breach,663,0.0
2966,Yasumasa Amuro,Rory Tigre,Male,Player,FW,MF,Fire,Breach,666,0.0
2967,Iyo Tsuyununo,Barbara Bitt,Female,Player,FW,MF,Forest,Rough Play,666,0.0
2968,Nintaro Ao,Bloomer Topp,Male,Player,GK,MF,Wind,Justice,656,0.0
2969,Kunitsu Inui,Spike Echidna,Male,Player,FW,MF,Fire,Rough Play,665,0.0
2970,Kawahachi Senoo,Sal Armando,Male,Player,MF,DF,Wind,Tension,667,0.0
2971,Ichimoku Irimichi,Shai Klopps,Male,Player,DF,MF,Mountain,Breach,663,0.0
2972,Yuko Suzukaze,Janice Queen,Female,Player,MF,DF,Wind,Bond,667,0.0
2973,Koko Furutami,Serena Halcyon,Female,Player,MF,DF,Fire,Tension,667,0.0
2974,Osamu Kanuka,Gus Tronom,Male,Player,DF,MF,Mountain,Tension,663,0.0
2975,Rikako Kenku,Mollie Cular,Female,Player,FW,MF,Forest,Justice,665,0.0
2976,Kazuto Tsuchi,Spark Volt,Male,Player,DF,MF,Wind,Bond,663,0.0
2977,Naritaka Tsurusaka,Tex Tuber,Male,Player,MF,FW,Fire,Breach,667,0.0
2978,Ukenobu Gendo,Ross Seption,Male,Player,DF,MF,Wind,Breach,663,0.0
2979,Hakaru Bunto,Luke Dwight,Male,Player,GK,DF,Mountain,Counter,656,0.0
2980,Kitaru Orikawa,Hunter Wanabi,Male,Player,GK,MF,Wind,Justice,656,0.0
2981,Kunio Otawara,Walden Squire,Male,Player,FW,MF,Mountain,Justice,666,0.0
2982,Shido Reimei,Millie Terry,Female,Player,FW,MF,Mountain,Bond,666,0.0
2983,Uchisusu Totsuba,Pontius Blank,Male,Player,DF,MF,Wind,Justice,663,0.0
2984,Seishiro Uchimura,Marcus Maan,Male,Player,MF,DF,Forest,Counter,667,0.0
2985,Temoko Suni,Gwen Slinga,Female,Player,DF,MF,Mountain,Justice,663,0.0
2986,Yasuki Torai,Isaac Celise,Male,Player,FW,MF,Fire,Bond,666,0.0
2987,Hidetatsu Madoka,Radius Pye,Male,Player,DF,MF,Wind,Justice,663,0.0
2988,Motozumi Sukue,Rick Tangle,Male,Player,MF,DF,Forest,Rough Play,667,0.0
2989,Noriko Batsu,Xanthe Crosse,Female,Player,MF,DF,Wind,Counter,667,0.0
2990,Toshio Daike,Trappy Zeum,Male,Player,GK,MF,Mountain,Breach,656,0.0
2991,Hinoki Aogida,Ken Dough,Male,Player,MF,FW,Forest,Tension,667,0.0
2992,Takemu Maimine,Sam Arritan,Male,Player,FW,MF,Fire,Bond,666,0.0
2993,Kenji Fukune,Simon Cleric,Male,Player,GK,MF,Wind,Bond,656,0.0
2994,Sadakage Harada,Archie Valry,Male,Player,MF,DF,Forest,Bond,667,0.0
2995,Sai Shinada,Howard Robin,Male,Player,DF,FW,Mountain,Counter,663,0.0
2996,Eimi Hatsuichi,Esme Hexe,Female,Player,MF,DF,Forest,Bond,667,0.0
2997,Chikara Kadohisa,Freyer Monk,Male,Player,DF,MF,Mountain,Counter,663,0.0
2998,Toshihisa Shiibata,Caetano Settler,Male,Player,FW,MF,Wind,Rough Play,666,0.0
2999,Ro Itakayama,Saul Hermit,Male,Player,MF,FW,Forest,Justice,667,0.0
3000,Hotsumi Sunaga,Ollie Impix,Male,Player,GK,MF,Mountain,Breach,656,0.0
3001,Kotomi Neiji,Kit Cymbal,Female,Player,DF,MF,Fire,Rough Play,663,0.0
3002,Kenichi Mieto,Al Overa,Male,Player,MF,DF,Mountain,Counter,667,0.0
3003,Tomoe Teshigawara,Amanda Jurr,Female,Player,MF,DF,Forest,Rough Play,667,0.0
3004,Otohisa Sakanaga,Tostig Muffler,Male,Player,GK,DF,Forest,Tension,656,0.0
3005,Kiriichiro Murashima,Buzz Cutt,Male,Player,DF,MF,Wind,Rough Play,663,0.0
3006,Ganzo Hoka,Fritzy Flaps,Male,Player,MF,DF,Fire,Rough Play,667,0.0
3007,Tasuku Tateshima,Cornelius Roes,Male,Player,MF,FW,Mountain,Bond,667,0.0
3008,Wakaru Momiya,Fishel Bucket,Male,Player,DF,MF,Forest,Bond,663,0.0
3009,Eiko Maejima,Violet Eamow,Female,Player,FW,MF,Wind,Bond,666,0.0
3010,Hanuki Toyama,Bolt Cagey,Male,Player,FW,DF,Wind,Counter,665,0.0
3011,Katsura Ikamizu,Walter Skimmer,Male,Player,GK,DF,Forest,Rough Play,656,0.0
3012,Kota Shinokuma,Gordon Hoe,Male,Player,DF,MF,Mountain,Breach,663,0.0
3013,Danpei Idetaka,Xander Noddle,Male,Player,DF,MF,Forest,Bond,663,0.0
3014,Shinobu Kageaka,Stella Thee,Female,Player,DF,MF,Forest,Rough Play,663,0.0
3015,Menjiro Tezuka,Rudy Blush,Male,Player,GK,DF,Wind,Bond,656,0.0
3016,Koichi Aosai,Buck Choy,Male,Player,MF,FW,Mountain,Breach,667,0.0
3017,Tomiyori Kusari,Beau Gotcher,Male,Player,GK,MF,Wind,Tension,656,0.0
3018,Sota Mitsui,Troi Dryer,Male,Player,DF,MF,Mountain,Counter,663,0.0
3019,Hacho Kanuma,Raider Takkel,Male,Player,DF,MF,Forest,Breach,663,0.0
3020,Chikanosuke Tokawa,Manny Saboy,Male,Player,FW,MF,Fire,Tension,666,0.0
3021,Yo Nakazaki,Jack Alltrade,Male,Player,DF,MF,Forest,Bond,663,0.0
3022,Matsuji Iwashita,Spacey Flipper,Male,Player,GK,MF,Forest,Breach,656,0.0
3023,Okeie Nitamura,Bobbie Pompon,Male,Player,MF,DF,Mountain,Breach,667,0.0
3024,Tatashige Hasada,Frosty Patissier,Male,Player,DF,MF,Wind,Counter,663,0.0
3025,Kuratada Gokoda,Keir Mudgeon,Male,Player,MF,DF,Wind,Tension,667,0.0
3026,Shinjiro Kondono,Gus Bagge,Male,Player,FW,MF,Fire,Rough Play,666,0.0
3027,Rika Sarashina,Eira Dynamic,Female,Player,GK,MF,Fire,Tension,656,0.0
3028,Hayao Hayata,Trump Dealer,Male,Player,FW,MF,Forest,Rough Play,666,0.0
3029,Tomio Kaikido,Rob O'Meca,Male,Player,GK,DF,Wind,Breach,656,0.0
3030,Mishio Haritate,Debbie Dare,Female,Player,MF,DF,Mountain,Bond,667,0.0
3031,Tadashi Harima,Bill Sye,Male,Player,DF,FW,Wind,Bond,663,0.0
3032,Miyu Kamishiro,Primrose Proppa,Female,Player,FW,MF,Fire,Bond,666,0.0
3033,Tatsuchiyo Shirokai,Ricky Shee,Male,Player,DF,MF,Wind,Bond,663,0.0
3034,Tomonori Tobiita,Patrick Childs,Male,Player,MF,FW,Wind,Counter,667,0.0
3035,Kiyoo Hibino,Ciaran Wale,Male,Player,DF,MF,Mountain,Rough Play,663,0.0
3036,Wasato Mizushina,Leroy Kingsley,Male,Player,GK,MF,Mountain,Justice,656,0.0
3037,Azuki Kurumu,Rhiannon Hoode,Female,Player,FW,MF,Fire,Bond,666,0.0
3038,Himeko Shiroyuki,Bianca Snough,Female,Player,FW,MF,Forest,Bond,666,0.0
3039,Ritsuyo Sando,Cindy Reller,Female,Player,FW,MF,Wind,Counter,666,0.0
3040,Hidetomi Sonohi,Ted Ledd,Male,Player,FW,MF,Forest,Justice,666,0.0
3041,Jo Sankaku,Sita Square,Female,Player,MF,DF,Wind,Counter,667,0.0
3042,Jin Katano,Stanley Switch,Male,Player,MF,FW,Fire,Counter,667,0.0
3043,Tokinori Ayata,Pero Tractor,Male,Player,DF,MF,Wind,Counter,663,0.0
3044,Saaya Shiina,Perla Sizzors,Female,Player,DF,FW,Forest,Tension,663,0.0
3045,Isao Isuzu,Robbie Tout,Male,Player,GK,MF,Wind,Justice,656,0.0
3046,Itto Sabaki,Silas Andice,Male,Player,GK,MF,Fire,Tension,656,0.0
3047,Manami Kichino,Tia Towell,Female,Player,MF,DF,Fire,Counter,667,0.0
3048,Toru Hachiya,Cooper Kettle,Male,Player,MF,FW,Mountain,Bond,667,0.0
3049,Yoshitaka Tetsunabe,Stuart Potty,Male,Player,MF,DF,Mountain,Tension,667,0.0
3050,Kichinosuke Tsuchinabe,Prosper Cooka,Male,Player,DF,FW,Wind,Breach,663,0.0
3051,Sakon Hoguchi,Trey Prongs,Male,Player,DF,MF,Wind,Breach,663,0.0
3052,Benijuro Kuchita,Philip Stic,Male,Player,GK,MF,Forest,Breach,656,0.0
3053,Isao Atoma,Andy Kareem,Male,Player,DF,MF,Mountain,Counter,663,0.0
3054,Tsuki Umatsuge,Cara Mass,Female,Player,DF,MF,Wind,Justice,663,0.0
3055,Aisha Mabuta,Aya Shadowe,Female,Player,FW,MF,Fire,Bond,666,0.0
3056,Kara Irotsuki,Scarlett Strands,Female,Player,FW,MF,Fire,Rough Play,666,0.0
3057,Toki Kushinada,Silke Coombe,Female,Player,MF,FW,Mountain,Bond,667,0.0
3058,Makio Hachio,Nuno Vertigo,Male,Player,GK,MF,Fire,Bond,656,0.0
3059,Tetsuo Kugizaki,Ian Spike,Male,Player,GK,MF,Mountain,Counter,656,0.0
3060,Tomesuke Chise,Chip Chisel,Male,Player,DF,MF,Mountain,Rough Play,663,0.0
3061,Mitsuzo Hanba,Claude Hammer,Male,Player,MF,FW,Wind,Rough Play,667,0.0
3062,Sakio Onoda,Dougal Axe,Male,Player,FW,MF,Wind,Tension,666,0.0
3063,Tachiyuki Hikita,Hank Saw,Male,Player,MF,DF,Fire,Counter,667,0.0
3064,Gosuke Kaneishi,Dias Mondragon,Male,Player,GK,MF,Wind,Counter,656,0.0
3065,Zakuro Ganeko,Garreth Nett,Male,Player,DF,MF,Fire,Rough Play,663,0.0
3066,Akira Muramizu,Amelio Thyst,Male,Player,DF,MF,Mountain,Tension,663,0.0
3067,Tsukinaga Oishi,Moonir Stone,Male,Player,MF,FW,Mountain,Breach,667,0.0
3068,Gosho Sakai,Cory Alberts,Male,Player,FW,MF,Wind,Justice,666,0.0
3069,Gyoku Rokusui,Emett Raldo,Male,Player,FW,MF,Forest,Rough Play,666,0.0
3070,Ishiko Tomekure,Ruth Byron,Female,Player,FW,MF,Fire,Breach,666,0.0
3071,Sho Sadoni,Ambrose Ericson,Male,Player,GK,MF,Mountain,Counter,656,0.0
3072,So Shichigami,Sapp Hirell,Male,Player,DF,MF,Wind,Counter,663,0.0
3073,Hideyo Sekio,Ciril Trine,Male,Player,DF,MF,Mountain,Counter,663,0.0
3074,Kojuro Rokusho,Turco Quoisey,Male,Player,MF,FW,Forest,Counter,667,0.0
3075,Hikaru Obara,Ophelio Albans,Male,Player,MF,FW,Wind,Counter,667,0.0
3076,Tsuyoki Oshimoto,Rufus Brunt,Male,Player,GK,MF,Mountain,Tension,656,0.0
3077,Kazutora Koromotsuki,Alben Moretti,Male,Player,MF,DF,Forest,Tension,667,0.0
3078,Mitsuhide Senrai,Gordon Bolt,Male,Player,DF,MF,Wind,Tension,663,0.0
3079,Yonehisa Amoto,Tez Beyan,Male,Player,FW,MF,Mountain,Rough Play,666,0.0
3080,Aito Hogai,Dylan Quint,Male,Player,MF,DF,Wind,Breach,667,0.0
3081,Misaki Idehara,Mel O'Drahma,Female,Player,FW,MF,Wind,Rough Play,666,0.0
3082,Kei Waida,Alan McCallum,Male,Player,FW,MF,Forest,Justice,665,0.0
3083,Hiroya Fushikai,Art Turner,Male,Player,GK,MF,Forest,Tension,656,0.0
3084,Keigo Hitori,Nai Swanson,Male,Player,DF,MF,Mountain,Counter,663,0.0
3085,Shinnosuke Tatsumi,Juan Avis,Male,Player,MF,FW,Wind,Counter,667,0.0
3086,Iwamo Wakomi,Caul Erpa,Male,Player,MF,FW,Mountain,Breach,667,0.0
3087,Satomi Mimae,Abby de Valera,Female,Player,MF,FW,Wind,Counter,667,0.0
3088,Hazeru Hizakuro,Sal Hughes,Male,Player,FW,MF,Fire,Rough Play,671,0.0
3089,Kiyoraka Kazenosono,Gale Mistral,Female,Player,DF,MF,Wind,Justice,672,0.0
3090,Rinrin Suzubayashi,Rihanna Lin,Female,Player,MF,DF,Forest,Tension,672,0.0
3091,Sodai Yamakaoru,Richard Roake,Male,Player,GK,DF,Mountain,Tension,667,0.0
3092,Hokugen Tamon,Tortus Northe,Male,Player,MF,DF,Forest,Bond,667,0.0
3093,Nishiko Hirome,Taiga West,Female,Player,GK,DF,Mountain,Counter,656,0.0
3094,Akemi Masunaga,Phoenix Southers,Male,Player,FW,MF,Fire,Bond,666,0.0
3095,Tomi Mochikuni,Drakaina Eastwick,Female,Player,DF,MF,Wind,Bond,663,0.0
3096,Reppu Hayabuki,Johann Storm,Male,Player,GK,MF,Wind,Bond,656,0.0
3097,Seisho Takeribi,Jon Himmel,Male,Player,FW,MF,Fire,Bond,666,0.0
3098,Fumi Dozan,Val Cano,Female,Player,MF,FW,Mountain,Justice,667,0.0
3099,Rinpei Omoshizu,Seb Rosa,Male,Player,DF,MF,Forest,Breach,663,0.0
3100,Mika Mitomi,Calla de Wild,Female,Player,FW,MF,Fire,Breach,666,0.0
3101,Ribon Fuwa,Anthea Tussore,Female,Player,MF,DF,Wind,Breach,667,0.0
3102,Mitsumi Usa,Sylvia Lagus,Female,Player,DF,FW,Forest,Tension,663,0.0
3103,Kuroko Mononobe,Sophie Spencer,Female,Player,FW,MF,Forest,Rough Play,666,0.0
3104,Erihito Shingaku,Erwin Goel,Male,Player,DF,MF,Mountain,Justice,663,0.0
3105,Heiro Horibe,Raphael Allegro,Male,Player,GK,MF,Fire,Breach,656,0.0
3106,Yuki Rashomon,Azrael Andrews,Male,Player,MF,DF,Forest,Tension,667,0.0
3107,Junsei Erisu,Taranis Virga,Male,Player,FW,MF,Wind,Bond,666,0.0
3108,Maiko Oru,Olympe Haymes,Female,Player,GK,MF,Fire,Justice,656,0.0
3109,Rui Seiren,Sepia Bartletti,Female,Player,MF,FW,Wind,Counter,667,0.0
3110,Hanayo Tsukiyuki,Neva Kevinne,Female,Player,DF,MF,Forest,Rough Play,663,0.0
3111,Shirabe Tayutau,Seneca Herrmann,Female,Player,FW,MF,Mountain,Counter,666,0.0
3112,Mio Kotani,Amy Sargent,Female,Player,MF,DF,Forest,Breach,667,0.0
3113,Kyo Shinto,Aaron Newgate,Male,Player,DF,MF,Mountain,Justice,663,0.0
3114,Loud Raigo,Ocho Lightning,Male,Player,MF,DF,Wind,Bond,667,0.0
3115,Kirika Raigo,Una Lightning,Female,Player,GK,MF,Forest,Bond,656,0.0
3116,Garago Raigo,Kyu Lightning,Male,Player,FW,MF,Fire,Justice,666,0.0
3117,Rafura Raigo,Deece Lightning,Female,Player,MF,DF,Fire,Counter,667,0.0
3118,Rokuro Raigo,Dri Lightning,Male,Player,DF,MF,Wind,Rough Play,663,0.0
3119,Bolt Raigo,Sett Lightning,Male,Player,DF,FW,Forest,Bond,663,0.0
3120,Renka Raigo,Cinqua Lightning,Female,Player,DF,MF,Forest,Bond,663,0.0
3121,Rinka Raigo,Sei Lightning,Female,Player,MF,DF,Mountain,Bond,667,0.0
3122,Goran Raigo,Charr Lightning,Male,Player,GK,MF,Mountain,Breach,656,0.0
3123,Retsuya Raigo,Dos Lightning,Male,Player,FW,MF,Fire,Breach,665,0.0
3124,Rento Raigo,Elf Lightning,Male,Player,GK,FW,Mountain,Tension,656,0.0
3125,Shunichi Hayato,Celer Lightfoot,Male,Player,FW,MF,Wind,Breach,666,0.0
3126,Kozue Tsukama,Verity Quick,Female,Player,FW,MF,Fire,Tension,666,0.0
3127,Itofumi Hijitobi,Gonzalo Karter,Male,Player,GK,MF,Forest,Bond,656,0.0
3128,Hiroshi Namura,Will Golightly,Male,Player,DF,FW,Fire,Tension,663,0.0
3129,Kyoichi Sorin,Fred Wheeler,Male,Player,DF,MF,Fire,Breach,663,0.0
3130,Hayato Sebiki,Capro Lynes,Male,Player,MF,DF,Wind,Rough Play,667,0.0
3131,Shusuke Kaibara,Gabe Roundhouse,Male,Player,GK,FW,Fire,Breach,656,0.0
3132,Shuru Hena,Beorn Kodiak,Male,Player,GK,MF,Wind,Bond,656,0.0
3133,Seki Menuki,Cham Barra,Male,Player,DF,MF,Fire,Bond,663,0.0
3134,Toaza Kurosu,Rex Less,Male,Player,MF,DF,Forest,Breach,667,0.0
3135,Ko Shishihara,Leon Proudler,Male,Player,FW,MF,Mountain,Bond,666,0.0
3136,Kumi Kikuchi,Watta Kicker,Female,Player,MF,DF,Forest,Tension,667,0.0
3137,Teru Tosaka,Egor Coxcomb,Male,Player,GK,MF,Fire,Justice,656,0.0
3138,Gejio Uni,Chrissy Urchin,Male,Player,MF,DF,Fire,Rough Play,667,0.0
3139,Kurimu Shirouzu,Brane Friese,Male,Player,FW,MF,Wind,Counter,666,0.0
3140,Neru Nanaji,Nitey Niht,Male,Player,DF,MF,Forest,Rough Play,663,0.0
3141,Sui Makiya,Toadie Fauna,Male,Player,MF,DF,Fire,Bond,667,0.0
3142,Hyun Nitoro,Trey Faste,Male,Player,MF,DF,Forest,Rough Play,667,0.0
3143,Sei Reino,Spookie Otherside,Male,Player,GK,DF,Wind,Breach,656,0.0
3144,Chu Mausu,Roland Dent,Male,Player,DF,MF,Mountain,Breach,663,0.0
3145,Kensaku Towa,Trev Eeya,Male,Player,FW,MF,Fire,Justice,666,0.0
3146,Karinosuke Kiyoshi,Homer Cooken,Male,Player,FW,MF,Mountain,Bond,666,0.0
3147,Jita Tomoe,Leafy Tryadd,Male,Player,GK,MF,Forest,Tension,656,0.0
3148,Beat Tomoe,Bluster Tryadd,Male,Player,DF,MF,Wind,Tension,663,0.0
3149,Aru Tomoe,Toasty Tryadd,Male,Player,FW,MF,Fire,Breach,666,0.0
3150,Isuke Shiba,Watson Itfamie,Male,Player,FW,DF,Wind,Rough Play,666,0.0
3151,Tenta Narimi,Snapper Krabbie,Male,Player,GK,MF,Fire,Justice,656,0.0
3152,Yuika Ashiga,Blakey Itchifoot,Male,Player,MF,DF,Forest,Breach,667,0.0
3153,Kazuki Nekosogi,Foley Edge,Male,Player,DF,MF,Mountain,Counter,663,0.0
3154,Gurio Gii,Gee Kasoid,Male,Player,MF,FW,Fire,Breach,667,0.0
3155,Osamu Hibo,Hippolytus Horseriver,Male,Player,GK,MF,Fire,Breach,656,0.0
3156,Yasao Demon,Hart O'Gold,Male,Player,FW,MF,Mountain,Counter,666,0.0
3157,Takatsugu Doha,Oz Rater,Male,Player,FW,MF,Fire,Tension,666,0.0
3158,Ganko Gonda,Tish Badum,Female,Player,GK,DF,Wind,Bond,656,0.0
3159,Rui Katsuki,Stace Strikes,Female,Player,MF,DF,Forest,Counter,667,0.0
3160,Sawako Jigu,Mo Zake,Female,Player,DF,FW,Fire,Breach,663,0.0
3161,Momo Sorataka,Eska Layte,Female,Player,FW,MF,Wind,Bond,666,0.0
3162,Doroe Jigokunuma,Eartha Toughlove,Female,Player,GK,MF,Mountain,Justice,656,0.0
3163,Genji Honetsugu,Carny Voris,Male,Player,DF,MF,Mountain,Tension,663,0.0
3164,Gorida Marude,Logan Armstrong,Male,Player,DF,MF,Mountain,Rough Play,663,0.0
3165,Baku Tamago,Boyle Egger,Male,Player,FW,GK,Wind,Breach,666,0.0
3166,Jisui Goto,Robin O'Cruise,Male,Player,MF,DF,Wind,Counter,667,0.0
3167,Gai Monozu,Eric Byrne,Male,Player,FW,MF,Mountain,Bond,666,0.0
3168,Marimo Fukureda,Lykan Moss,Male,Player,GK,MF,Forest,Breach,656,0.0
3169,Mizuna Kadowaki,Charity Verchu,Female,Player,FW,MF,Forest,Bond,666,0.0
3170,Nasuji Nasu,Moos Akka,Male,Player,MF,FW,Fire,Breach,667,0.0
3171,Shinako Richitaka,Tommie Loveapple,Female,Player,DF,FW,Mountain,Tension,663,0.0
3172,Mitsuru Hii,Pepe Bell,Male,Player,DF,MF,Mountain,Breach,663,0.0
3173,Santo Sumito,Ginger Carret,Male,Player,GK,MF,Fire,Rough Play,656,0.0
3174,Mitama Negioni,Shah Lott,Male,Player,GK,MF,Forest,Breach,656,0.0
3175,Issa Oganami,Hal Istic,Male,Player,FW,MF,Forest,Breach,666,0.0
3176,Mokusada Karube,Fred Sidemanners,Male,Player,GK,MF,Forest,Rough Play,656,0.0
3177,Shiden Tarui,Dennis Tistry,Male,Player,MF,FW,Mountain,Breach,667,0.0
3178,Saien Matsudo,Slim Pointer,Male,Player,MF,DF,Mountain,Tension,667,0.0
3179,Koron Nasu,Florence Orderly,Female,Player,DF,MF,Wind,Justice,663,0.0
3180,Itsuki Fucho,Prue Scription,Female,Player,DF,FW,Fire,Counter,663,0.0
3181,Suito Mari,Indy Rockrolle,Male,Player,GK,FW,Mountain,Breach,656,0.0
3182,Gatsuto Katanashi,Orson Riffe,Male,Player,MF,DF,Forest,Counter,667,0.0
3183,Taichi Yamada,Joe Bloggs,Male,Player,MF,DF,Wind,Bond,667,0.0
3184,Uzan Kurama,Devin Hornes,Male,Player,DF,MF,Mountain,Bond,663,0.0
3185,Daita Tada,Tom-Tom Thrasher,Male,Player,DF,MF,Fire,Rough Play,663,0.0
3186,Biju Kariyazaki,Bea Jou,Male,Player,FW,DF,Fire,Breach,666,0.0
3187,Yuto Kurosu,Scaris Cowler,Male,Player,FW,MF,Fire,Counter,666,0.0
3188,Jotaro Ban,Hardy Scrapper,Male,Player,FW,MF,Fire,Bond,666,0.0
3189,Bakuen Hibino,Rumer ReVeale,Male,Player,FW,MF,Fire,Rough Play,666,0.0
3190,Manjiro Mari,Larga Thanlyfe,Male,Player,DF,MF,Forest,Counter,663,0.0
3191,Jitsuto Shiniga,Scally Wagg,Male,Player,MF,DF,Forest,Tension,667,0.0
3192,Ichiji Tokiwa,Esteban Range,Male,Player,GK,DF,Forest,Tension,656,0.0
3193,Tsuyuri Gosui,Emilia Odde,Female,Player,GK,MF,Wind,Rough Play,656,0.0
3194,Arisu Gosui,Alicia Odde,Female,Player,DF,MF,Mountain,Bond,663,0.0
3195,Riri Masuko,Dilly Honeywell,Female,Player,MF,DF,Wind,Counter,667,0.0
3196,Rara Masuko,Sally Honeywell,Female,Player,MF,DF,Wind,Bond,667,0.0
3197,Matsuri Kitsunebi,Lora Fayre,Female,Player,FW,MF,Wind,Counter,666,0.0
3198,Kyo Kitsunebi,Melody Fayre,Female,Player,FW,MF,Fire,Counter,666,0.0
3199,Yoichi Oken,Carter Spaid,Male,Player,FW,MF,Fire,Rough Play,666,0.0
3200,Shigetsugu Konda,Cobie Clubb,Male,Player,GK,MF,Forest,Tension,656,0.0
3201,Daiya Mihishi,Dai Mondo,Male,Player,DF,MF,Wind,Rough Play,663,0.0
3202,Kokoro Yotsuhato,Pinkie Harte,Female,Player,MF,DF,Mountain,Tension,667,0.0
3203,Captain Jay,Captain Jokar,Male,Player,FW,MF,Forest,Justice,666,0.0
3204,Cutie Mask,Ms QT,Female,Player,MF,FW,Mountain,Counter,667,0.0
3205,Ganta Osoreyama,Ruff Weedon,Male,Player,FW,MF,Fire,Breach,666,0.0
3206,Genta Osoreyama,Tuff Weedon,Male,Player,DF,MF,Forest,Counter,663,0.0
3207,Shozaemon Kyo,Gen Tillmann,Male,Player,DF,GK,Forest,Justice,663,0.0
3208,Sota Shimen,Abel Bumpkin,Male,Player,GK,MF,Fire,Counter,656,0.0
3209,Soshiro Ishidera,Av Antguard,Male,Player,DF,MF,Wind,Justice,663,0.0
3210,Kyota Sutetake,Beat Baxter,Male,Player,DF,FW,Fire,Justice,663,0.0
3211,Furemori Riiri,Rocky Zine,Male,Player,FW,MF,Mountain,Breach,666,0.0
3212,Ienaga Setouchi,Baz Boyes,Male,Player,MF,FW,Wind,Justice,667,0.0
3213,Gojiro Katasugi,Orel Knighter,Male,Player,MF,DF,Forest,Justice,667,0.0
3214,Hokaro Todo,Rith McCal,Male,Player,GK,MF,Forest,Tension,656,0.0
3215,Osamu Chara,Tarquin Chatstone,Male,Player,GK,MF,Fire,Bond,656,0.0
3216,Jiren Harinezumi,Ed Jogge,Male,Player,DF,MF,Wind,Rough Play,663,0.0
3217,Shinobu Fuemizu,Shiv Allrie,Male,Player,MF,DF,Mountain,Counter,667,0.0
3218,Sanenao Tsuyodate,Teo Chaspet,Male,Player,FW,MF,Forest,Rough Play,666,0.0
3219,So Tabe,Drummond Bays,Male,Player,FW,MF,Wind,Tension,666,0.0
3220,Yumi Shirakaba,Bowan Arras,Female,Player,FW,MF,Forest,Breach,666,0.0
3221,Momoka Sakura,Patty Sierra,Female,Player,GK,MF,Fire,Tension,656,0.0
3222,Kyabetsu Tsutsumi,Millie Cheer,Female,Player,MF,FW,Mountain,Breach,667,0.0
3223,Icho Osada,Daisy Young,Female,Player,DF,MF,Forest,Justice,663,0.0
3224,Karin Wakamada,Precious Cryan,Female,Player,DF,MF,Wind,Tension,663,0.0
3225,Rio Sanba,Rio Sands,Female,Player,FW,MF,Mountain,Tension,666,0.0
3226,Techno Amazuka,Cynthia Electra,Female,Player,FW,DF,Fire,Rough Play,671,0.0
3227,Hironobu Matsumura,Ord Ayshus,Male,Player,DF,MF,Forest,Tension,663,0.0
3228,Hajime Motoyama,Moe Tivation,Male,Player,DF,MF,Forest,Breach,663,0.0
3229,Shunsuke Oyamada,Gus Duneaton,Male,Player,GK,FW,Mountain,Counter,656,0.0
3230,Satoshi Mori,Dexter Poine,Male,Player,FW,MF,Forest,Breach,666,0.0
3231,Kai Takeda,Barry Tone,Male,Player,MF,DF,Fire,Bond,667,0.0
3232,Tanto Usui,Noah Nymous,Male,Player,MF,DF,Wind,Breach,667,0.0
3233,Dan Hinomaru,Dan Bannerman,Male,Player,DF,MF,Wind,Justice,663,0.0
3234,Doichi Yamada,Neil Yetty,Male,Player,FW,DF,Mountain,Breach,666,0.0
3235,Koishi Chinen,Montana Fleetfoot,Female,Player,MF,FW,Fire,Tension,667,0.0
3236,Shuji Tasogare,Harold Oldings,Male,Player,GK,FW,Forest,Rough Play,656,0.0
3237,Mitsuo Ensui,Bonza Barnett,Male,Player,MF,DF,Wind,Rough Play,667,0.0
3238,Kyu Murata,Drew Serkell,Male,Player,MF,DF,Wind,Rough Play,667,0.0
3239,Bun Kusarida,Jack O'Nonne,Male,Player,FW,MF,Wind,Breach,666,0.0
3240,Saiko Motai,Delia Sykes,Female,Player,FW,MF,Fire,Counter,666,0.0
3241,Tateomi Shururi,Lucius Lox,Male,Player,GK,MF,Forest,Counter,656,0.0
3242,Myu Yokojima,Strata Pudden,Female,Player,DF,MF,Forest,Bond,663,0.0
3243,Ichita Kikuchi,Silvio Di Fence,Male,Player,FW,MF,Fire,Bond,666,0.0
3244,Shino Kanzaki,Harriet Pynn,Female,Player,GK,MF,Wind,Bond,656,0.0
3245,Masachika Murai,Ash Cagger,Male,Player,DF,MF,Mountain,Counter,663,0.0
3246,Komasa Date,Mint Royle,Male,Player,MF,DF,Forest,Tension,667,0.0
3247,Kenshin Warito,Virgil Ante,Male,Player,DF,MF,Wind,Tension,663,0.0
